sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
PP,AFPO,RTP01,Cost collector for repetitive manufacturing,RTP01,XFELD,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,plant.id,0.60,production_order.id,0.50,0.10,medium,plant.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,RTP03,Cost collector for valuated sales order stock,RTP03,XFELD,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,sales_order.id,0.60,plant.id,0.50,0.10,medium,sales_order.id:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,FXPRU,Fixed-Price Co-Product,CK_FIXPRKU,XFELD,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,invoice.amount,0.60,plant.id,0.50,0.10,medium,invoice.amount:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,FSH_SEASON_YEAR,Season Year,FSH_SAISJ,FSH_CJAHR,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,material.number,0.60,plant.id,0.50,0.10,medium,material.number:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,FSH_SEASON,Season,FSH_SAISO,RFM_SAISO,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,material.number,0.60,plant.id,0.50,0.10,medium,material.number:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,FSH_COLLECTION,Fashion Collection,FSH_COLLECTION,FSH_COLLECTION,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,material.number,0.60,plant.id,0.50,0.10,medium,material.number:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,FSH_THEME,Fashion Theme,FSH_THEME,FSH_THEME,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,material.number,0.60,plant.id,0.50,0.10,medium,material.number:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PAART,Planned Order Type,PAART,PAART,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PERTR,Planned Opening Date in Planned Order,PERTR,DATUM,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,inventory_lot.manufacture_date,0.60,production_order.id,0.50,0.10,medium,inventory_lot.manufacture_date:0.60 | production_order.id:0.50 | purchase_order.document_date:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,KNTTP,Account Assignment Category,KNTTP,KNTTP,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,account.type,0.60,production_order.id,0.50,0.10,medium,account.type:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,KDEIN,Delivery schedule for sales order,KDEIN,NUM04,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,sales_order.id,0.60,production_order.id,0.50,0.10,medium,sales_order.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PALTR,Explosion Date,PALTR,DATUM,Planned Order MRP-generated planned orders. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,production_order.id,0.50,0.10,medium,inventory_lot.manufacture_date:0.60 | production_order.id:0.50 | purchase_order.document_date:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,TRART,Scheduling Type of the Planned Order,TRART,CHAR1,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,OBART,Object type,OBART,OBART,Planned Order MRP-generated planned orders. PP Production Planning,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PSTTI,Planned Order Start Time,PSTTI,UZEIT,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,invoice.amount,0.60,absence.start_date,0.50,0.10,medium,invoice.amount:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PEDTI,Planned Order End Time,PEDTI,UZEIT,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,invoice.amount,0.60,absence.start_date,0.50,0.10,medium,invoice.amount:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,LVSCH,Planned order: leading scheduling level (determines dates),MD_LVSCHED,SCHED_TYPE,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,KZAVC,Indicator for type of availability check,KZAVC,KZAVC,Planned Order MRP-generated planned orders. PP Production Planning,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,ERFME,Unit of entry,ERFME,MEINS,Planned Order MRP-generated planned orders. PP Production Planning,unmapped,order_unit.code,0.60,production_order.id,0.50,0.10,medium,order_unit.code:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,PLAF,PLIFZ,Planned Delivery Time in Days,PLIFZ,46359,Planned Order MRP-generated planned orders. PP Production Planning,weak_canonical_candidate,supplier_lead_time.days,0.60,production_order.id,0.50,0.10,medium,supplier_lead_time.days:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,DSDAT,MRP date,DSDAT,DATUM,MRP Document Header MRP list header. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,PLDIS,Planning controller (no longer used),PLDIS,DISPO,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,DISLS,Lot Sizing Procedure in Materials Planning,DISLS,DISLS,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,LOSVF,Lot-sizing procedure for short-term period,LOSVF,LOSVF,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,LOSKZ,Lot-size indicator for the short-term period,LOSKZ,LOSKZ,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,PERAZ,Number of Periods for the Short-Term Area,PERAZ,46359,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,BSTMI,Minimum Lot Size,BSTMI,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,BSTMA,Maximum Lot Size,BSTMA,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,BSTFX,Fixed lot size,BSTFE,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,SUM02,No longer used/do not use!!,NOUSE,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,SUM03,No longer used/do not use!!,NOUSE,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,SUM04,No longer used/do not use!!,NOUSE,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,SUM05,No longer used/do not use!!,NOUSE,MENG13,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,MSGID,Message identification,MSGID,ARBGB,MRP Document Header MRP list header. PP Production Planning,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,MSGNR,Message number,MSGNR,MSGNR,MRP Document Header MRP list header. PP Production Planning,unmapped,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDKP,PERIV,Fiscal Year Variant,PERIV,PERIV,MRP Document Header MRP list header. PP Production Planning,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,BEADA,MRP list processing date,BEADA,DATUM,MRP Document Header MRP list header. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,MFXDT,Manual firming date,MFXDT,DATUM,MRP Document Header MRP list header. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,GRREL,Relevant for requirements grouping for project stock,GRREL,XFELD,MRP Document Header MRP list header. PP Production Planning,unmapped,project.id,0.60,,,0.60,medium,project.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,BADON,Indicator: BAdI is Active,MD_BADI_ON,XFELD,MRP Document Header MRP list header. PP Production Planning,weak_canonical_candidate,account.status,0.60,,,0.60,medium,account.status:0.60,context_enriched_unmapped_auto_candidate
PP,MDKP,SGT_STATC,Segmentation Status,SGT_STATC,SGT_STAT,MRP Document Header MRP list header. PP Production Planning,unmapped,demand_plan.status,0.60,supplier.region_code,0.50,0.10,medium,demand_plan.status:0.60 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,PLANR,Planning Segment Number,PLANR,PLANR,MRP List Items MRP list items (req/receipt elements). PP Production Planning,unmapped,goods_receipt.id,0.60,,,0.60,medium,goods_receipt.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,MNG01,Quantity received or quantity required,MNG01,MENGV13,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,goods_receipt.quantity,0.60,,,0.60,medium,goods_receipt.quantity:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,FIX01,Indicator: Fixing of Lot Size in Planned Order,FIX01,XFELD,MRP List Items MRP list items (req/receipt elements). PP Production Planning,unmapped,batch.id,0.60,production_order.id,0.50,0.10,medium,batch.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,BAART,P.O./Order type,BAART,BAART,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,PLART,Planning type,PLART,PLART,MRP List Items MRP list items (req/receipt elements). PP Production Planning,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,DELNR,MRP element number,DELNR,DELNR,MRP List Items MRP list items (req/receipt elements). PP Production Planning,unmapped,goods_receipt.id,0.60,,,0.60,medium,goods_receipt.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,DELET,Schedule Line Number MRP Element,DELET,DELET,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,goods_receipt.id,0.60,purchase_order.line_item_number,0.50,0.10,medium,goods_receipt.id:0.60 | purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,EINVR,Source schedule line number,EINVR,NUM04,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,goods_receipt.id,0.60,purchase_order.line_item_number,0.50,0.10,medium,goods_receipt.id:0.60 | purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,context_enriched_unmapped_auto_candidate
PP,MDTB,DEL12,MRP element number,DEL12,DEL12,MRP List Items MRP list items (req/receipt elements). PP Production Planning,unmapped,goods_receipt.id,0.60,,,0.60,medium,goods_receipt.id:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,RDMNG,Excess stock quantity,RDMNG,MENG13,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,stock.quantity,0.60,,,0.60,medium,stock.quantity:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,MDMNG,"MRP: quantity field (stock in transit, receipt qty, ...)",MDMNG,MENGV13,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,stock.quantity,0.60,,,0.60,medium,stock.quantity:0.60,context_enriched_unmapped_auto_candidate
PP,MDTB,ADINF,Field for Additional Information,MD_ADINF,MD_ADINF,MRP List Items MRP list items (req/receipt elements). PP Production Planning,weak_canonical_candidate,account.owner_employee_id,0.60,account.industry,0.50,0.10,medium,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,context_enriched_unmapped_auto_candidate
