sap_module,sap_table,sap_field,sap_description,classification_bucket,canonical_concept_id,context_added,status
HR,PA0008,LGA32,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA33,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA34,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA35,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA36,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA37,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA38,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA39,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA40,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,HRP1001,ISTAT,Planning Status,direct_alias_match,demand_plan.status,false,already_present
HR,HRP1001,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,HRP1001,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,HRP1001,UNAME,User Name,description_alias_match,account.name,true,added
HR,HRP1001,REASN,Reason,description_alias_match,invoice.amount,true,added
HR,PA2001,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA2001,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA2001,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA2001,BEGUZ,Start Time,description_alias_match,invoice.amount,true,added
HR,PA2001,ENDUZ,End Time,description_alias_match,invoice.amount,true,added
HR,PA2001,AWART,Attendance or Absence Type,direct_alias_match,absence.type,false,already_present
HR,PA2001,STDAZ,Absence hours,direct_alias_match,absence.hours,false,already_present
HR,PA2001,PLANS,Position,direct_alias_match,employee.position,false,already_present
HR,PA2001,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
HR,PA2001,AWREF,Reference document number,direct_alias_match,journal_entry.reference,false,already_present
HR,PA2002,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA2002,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA2002,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA2002,BEGUZ,Start Time,description_alias_match,invoice.amount,true,added
HR,PA2002,ENDUZ,End Time,description_alias_match,invoice.amount,true,added
HR,PA2002,AWART,Attendance or Absence Type,direct_alias_match,absence.type,false,already_present
HR,PA2002,STDAZ,Attendance hours,direct_alias_match,absence.hours,false,already_present
HR,PA2002,LGART,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA2002,PLANS,Position,direct_alias_match,employee.position,false,already_present
HR,PA2002,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
HR,PA2002,AWREF,Reference document number,direct_alias_match,journal_entry.reference,false,already_present
HR,PCL2,UNAME,User Name,description_alias_match,account.name,true,added
HR,PCL2,VERSN,Version of an Area in a PCLx Cluster,direct_alias_match,version.number,false,already_present
HR,T512W,LGART,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,T512W,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,T512W,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,T512W,GVPRO,Percentage,description_alias_match,compensation.plan,true,added
HR,T512W,PZPRO,Percentage,description_alias_match,compensation.plan,true,added
HR,T512W,FZPRO,Percentage,description_alias_match,compensation.plan,true,added
FI,BSEG,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BSEG,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
FI,BSEG,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BSEG,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
FI,BSEG,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
FI,BSEG,KOART,Account type,direct_alias_match,account.type,false,already_present
FI,BSEG,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
FI,BSEG,MWSKZ,Tax on sales/purchases code,direct_alias_match,tax.rate,false,already_present
FI,BSEG,DMBTR,Amount in local currency,direct_alias_match,accounting.local_currency_amount,false,already_present
FI,BSEG,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
FI,BSEG,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
FI,BSEG,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,BSEG,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
FI,BSEG,VBELN,Billing Document,direct_alias_match,invoice.number,false,already_present
FI,BSEG,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,BSEG,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
FI,BSEG,HKONT,General Ledger Account,direct_alias_match,gl_account.id,false,already_present
FI,BSEG,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
FI,BSEG,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
FI,BSEG,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
FI,BSEG,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
FI,BSEG,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
FI,BSEG,WERKS,Plant,direct_alias_match,plant.id,false,already_present
FI,BSEG,MENGE,Quantity,direct_alias_match,bom.quantity,false,already_present
FI,BSEG,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
FI,BSEG,BPRME,Order Price Unit (Purchasing),direct_alias_match,order_unit.code,true,added
FI,BSEG,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
FI,BSEG,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
FI,BSEG,PEINH,Price unit,direct_alias_match,price.unit,false,already_present
FI,BSEG,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,BSEG,RSTGR,Reason Code for Payments,direct_alias_match,reason.code,false,already_present
FI,BSEG,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
FI,BSEG,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
FI,BSEG,PROJK,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
FI,BSEG,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
FI,BSEG,POSNR,Accounting Document Line Item Number,direct_alias_match,sales_order.line_item_number,false,already_present
FI,BSEG,H_MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BSEG,H_BLART,Document Type,direct_alias_match,document.type,false,already_present
FI,BSEG,NETDT,Net Due Date,direct_alias_match,invoice.due_date,false,already_present
FI,SKA1,KTOPL,Chart of Accounts,direct_alias_match,chart_of_accounts.id,false,already_present
FI,SKA1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
FI,SKA1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
FI,SKA1,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
FI,SKB1,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,SKB1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
FI,SKB1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
FI,SKB1,MWSKZ,Tax Category in Account Master Record,direct_alias_match,tax.rate,false,already_present
FI,SKB1,WAERS,Account Currency,direct_alias_match,accounting.document_currency_code,false,already_present
FI,SKAT,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
FI,SKAT,KTOPL,Chart of Accounts,direct_alias_match,chart_of_accounts.id,false,already_present
FI,SKAT,TXT20,Banka,direct_alias_match,supplier_bank_account.bank_name,false,already_present
FI,SKAT,TXT50,G/L Account Long Text,direct_alias_match,account.name,false,already_present
FI,BSIS,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BSIS,HKONT,General Ledger Account,direct_alias_match,gl_account.id,false,already_present
FI,BSIS,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
FI,BSIS,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BSIS,BELNR,Accounting Document Number,direct_alias_match,accounting.document_number,false,already_present
FI,BSIS,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
FI,BSIS,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
FI,BSIS,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,BSIS,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
FI,BSIS,BLART,Document type,direct_alias_match,document.type,false,already_present
FI,BSIS,MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BSIS,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
FI,BSIS,MWSKZ,Tax on Sales/Purchases Code,direct_alias_match,tax.rate,false,already_present
FI,BSIS,DMBTR,Amount in local currency,direct_alias_match,accounting.local_currency_amount,false,already_present
FI,BSIS,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,BSIS,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
FI,BSIS,WERKS,Plant,direct_alias_match,plant.id,false,already_present
FI,BSIS,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
FI,BSIS,VBUND,Company ID of trading partner,direct_alias_match,company.id,false,already_present
FI,BSIS,PROJK,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
FI,BSIS,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
FI,BSIS,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
FI,BSID,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BSID,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
FI,BSID,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
FI,BSID,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BSID,BELNR,Accounting Document Number,direct_alias_match,accounting.document_number,false,already_present
FI,BSID,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
FI,BSID,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
FI,BSID,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,BSID,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
FI,BSID,BLART,Document type,direct_alias_match,document.type,false,already_present
FI,BSID,MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BSID,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
FI,BSID,MWSKZ,Tax on Sales/Purchases Code,direct_alias_match,tax.rate,false,already_present
FI,BSID,DMBTR,Amount in local currency,direct_alias_match,accounting.local_currency_amount,false,already_present
FI,BSID,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,BSID,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
FI,BSID,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,BSID,HKONT,General Ledger Account,direct_alias_match,gl_account.id,false,already_present
FI,BSID,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
FI,BSID,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
FI,BSID,VBUND,Company ID of trading partner,direct_alias_match,company.id,false,already_present
FI,BSID,VBELN,Billing Document,direct_alias_match,invoice.number,false,already_present
FI,BSID,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,BSID,RSTGR,Reason Code for Payments,direct_alias_match,reason.code,false,already_present
FI,BSID,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
FI,BSID,PROJK,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
FI,BSID,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
FI,BSID,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
FI,BSID,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
FI,BSIK,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BSIK,LIFNR,Account Number of Vendor or Creditor,direct_alias_match,supplier.id,false,already_present
FI,BSIK,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
FI,BSIK,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BSIK,BELNR,Accounting Document Number,direct_alias_match,accounting.document_number,false,already_present
FI,BSIK,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
FI,BSIK,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
FI,BSIK,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,BSIK,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
FI,BSIK,BLART,Document type,direct_alias_match,document.type,false,already_present
FI,BSIK,MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BSIK,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
FI,BSIK,MWSKZ,Tax on Sales/Purchases Code,direct_alias_match,tax.rate,false,already_present
FI,BSIK,DMBTR,Amount in local currency,direct_alias_match,accounting.local_currency_amount,false,already_present
FI,BSIK,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,BSIK,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
FI,BSIK,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,BSIK,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
FI,BSIK,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
FI,BSIK,HKONT,General Ledger Account,direct_alias_match,gl_account.id,false,already_present
FI,BSIK,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
FI,BSIK,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
FI,BSIK,VBUND,Company ID of trading partner,direct_alias_match,company.id,false,already_present
FI,BSIK,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,BSIK,PROJK,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
FI,BSIK,RSTGR,Reason Code for Payments,direct_alias_match,reason.code,false,already_present
FI,BSIK,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
FI,BSIK,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
FI,BSIK,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
FI,BSIK,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
FI,BSAK,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BSAK,LIFNR,Account Number of Vendor or Creditor,direct_alias_match,supplier.id,false,already_present
FI,BSAK,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
FI,BSAK,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BSAK,BELNR,Accounting Document Number,direct_alias_match,accounting.document_number,false,already_present
FI,BSAK,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
FI,BSAK,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
FI,BSAK,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,BSAK,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
FI,BSAK,BLART,Document type,direct_alias_match,document.type,false,already_present
FI,BSAK,MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BSAK,SHKZG,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
FI,BSAK,MWSKZ,Tax on Sales/Purchases Code,direct_alias_match,tax.rate,false,already_present
FI,BSAK,DMBTR,Amount in local currency,direct_alias_match,accounting.local_currency_amount,false,already_present
FI,BSAK,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,BSAK,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
FI,BSAK,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,BSAK,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
FI,BSAK,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
FI,BSAK,HKONT,General Ledger Account,direct_alias_match,gl_account.id,false,already_present
FI,BSAK,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
FI,BSAK,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
FI,BSAK,VBUND,Company ID of trading partner,direct_alias_match,company.id,false,already_present
FI,BSAK,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,BSAK,PROJK,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
FI,BSAK,RSTGR,Reason Code for Payments,direct_alias_match,reason.code,false,already_present
FI,BSAK,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
FI,BSAK,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
FI,BSAK,KIDNO,Payment Reference,direct_alias_match,payment.reference,false,already_present
FI,BSAK,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
FI,ANLA,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,ANLA,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,ANLA,ANLKL,Asset Class,direct_alias_match,asset.class_code,false,already_present
FI,ANLA,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
FI,ANLA,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
FI,ANLA,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
FI,ANLA,AEDAT,Changed On,direct_alias_match,document.changed_date,false,already_present
FI,ANLA,LIFNR,Account number of vendor (other key word),direct_alias_match,supplier.id,false,already_present
FI,ANLA,LAND1,Asset's Country/Region of Origin,direct_alias_match,address.country_code,false,already_present
FI,ANLA,HERST,Manufacturer of Asset,direct_alias_match,asset.manufacturer_name,false,already_present
FI,ANLA,PROJN,Old: Project number : No longer used --> PS_POSNR,direct_alias_match,project.wbs_element_id,false,already_present
FI,ANLA,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
FI,ANLA,MENGE,Quantity,direct_alias_match,bom.quantity,false,already_present
FI,ANLA,STADT,Municipality,description_alias_match,address.city,true,added
FI,ANLA,GRUND,Reason for Manual Valuation of Net Assets,direct_alias_match,reason.code,false,already_present
FI,ANLA,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
FI,ANLA,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
FI,ANLA,TXT50,Asset Description,direct_alias_match,account.name,false,already_present
FI,ANLA,POSNR,WBS element investment project,direct_alias_match,sales_order.line_item_number,false,already_present
FI,ANLA,SERNR,Serial number,direct_alias_match,asset.serial_number,false,already_present
FI,ANLC,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,ANLC,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
FI,ANLC,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
CO,COBK,BELNR,Document Number,direct_alias_match,accounting.document_number,false,already_present
CO,COBK,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
CO,COBK,VERSN,Version in CO Document Header,direct_alias_match,version.number,false,already_present
CO,COBK,BUDAT,Posting Date,direct_alias_match,accounting.posting_date,false,already_present
CO,COBK,USNAM,User Name,direct_alias_match,audit.created_by,false,already_present
CO,COBK,REFBN,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
CO,COBK,BLART,Document Type of FI Reference Document,direct_alias_match,document.type,false,already_present
CO,COEP,BELNR,Document Number,direct_alias_match,accounting.document_number,false,already_present
CO,COEP,BUZEI,Posting Row,direct_alias_match,journal_entry.line_item_number,false,already_present
CO,COEP,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
CO,COEP,VERSN,Version,direct_alias_match,version.number,false,already_present
CO,COEP,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
CO,COEP,BEKNZ,Debit/credit indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
CO,COEP,MEINH,Unit of Measure,direct_alias_match,uom.code,false,already_present
CO,COEP,WERKS,Plant,direct_alias_match,plant.id,false,already_present
CO,COEP,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
CO,COEP,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
CO,COEP,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
CO,COEP,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
CO,COEP,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
CO,COEP,POSNR,Accounting Document Line Item Number,direct_alias_match,sales_order.line_item_number,false,already_present
CO,COEP,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
CO,COEP,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
CO,COEP,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
CO,COEP,PSPNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
CO,COEP,PSPID,Project definition,direct_alias_match,project.id,false,already_present
CO,COEP,VBELN,Sales Document,direct_alias_match,invoice.number,false,already_present
CO,COSP,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
CO,COSP,VERSN,Version,direct_alias_match,version.number,false,already_present
CO,COSP,VBUND,Company ID of trading partner,direct_alias_match,company.id,false,already_present
CO,COSP,BEKNZ,Debit/credit indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
CO,COSP,MEINH,Unit of Measure,direct_alias_match,uom.code,false,already_present
CO,COSP,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
CO,CSKB,DATAB,Valid-From Date,direct_alias_match,validity.start_date,false,already_present
CO,CSKB,ERSDA,Entered On,direct_alias_match,document.created_date,false,already_present
CO,CSKB,USNAM,Entered By,direct_alias_match,audit.created_by,false,already_present
CO,CSKB,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
CO,CSKB,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
CO,CEPC,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
CO,CEPC,DATAB,Valid-From Date,direct_alias_match,validity.start_date,false,already_present
CO,CEPC,ERSDA,Entered On,direct_alias_match,document.created_date,false,already_present
CO,CEPC,USNAM,Entered By,direct_alias_match,audit.created_by,false,already_present
CO,CEPC,ABTEI,Department,direct_alias_match,employee.department,false,already_present
CO,CEPC,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
CO,CEPC,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
CO,CEPC,ANRED,Title,description_alias_match,case.subject,false,already_present
CO,CEPC,NAME1,Name 1,direct_alias_match,contact.name,false,already_present
CO,CEPC,ORT01,City,direct_alias_match,supplier.address,false,already_present
CO,CEPC,STRAS,Street and House Number,direct_alias_match,address.line1,false,already_present
CO,CEPC,PSTLZ,Postal Code,direct_alias_match,supplier.address,true,added
CO,CEPC,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
CO,CEPC,TELF1,First telephone number,direct_alias_match,contact.phone,false,already_present
CO,CEPC,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
CO,CEPC,REGIO,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
PP,MAST,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
PP,MAST,WERKS,Plant,direct_alias_match,plant.id,false,already_present
PP,MAST,STLNR,Bill of Material,direct_alias_match,bom.id,false,already_present
PP,MAST,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
PP,MAST,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
PP,STKO,STLNR,Bill of Material,direct_alias_match,bom.id,false,already_present
PP,STKO,DATUV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,STKO,LOEKZ,Deletion flag for BOMs,direct_alias_match,material.deletion_mark,false,already_present
PP,STKO,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
PP,STKO,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
PP,STPO,STLNR,Bill of Material,direct_alias_match,bom.id,false,already_present
PP,STPO,DATUV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,STPO,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
PP,STPO,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
PP,STPO,IDNRK,BOM component,direct_alias_match,bom.component,false,already_present
PP,STPO,POSNR,BOM Item Number,direct_alias_match,sales_order.line_item_number,false,already_present
PP,STPO,MEINS,Component Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
PP,STPO,MENGE,Component Quantity,direct_alias_match,bom.quantity,false,already_present
PP,STPO,EKGRP,Purchasing Group,direct_alias_match,purchasing_group.id,false,already_present
PP,STPO,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
PP,STPO,PEINH,Price unit,direct_alias_match,price.unit,false,already_present
PP,STPO,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
PP,STPO,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
PP,STPO,DOKAR,Document Type,direct_alias_match,document.type,false,already_present
PP,STPO,DOKNR,Document number,description_alias_match,account.owner_employee_id,true,added
PP,STPO,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
PP,STPO,LGORT,Issue Location for Production Order,direct_alias_match,storage_location.id,false,already_present
PP,STPO,GUID,Temporarily not used,direct_alias_match,system.guid,false,already_present
PP,PLKO,PLNNR,Key for Task List Group,direct_alias_match,route.id,false,already_present
PP,PLKO,DATUV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,PLKO,LOEKZ,Deletion Indicator,direct_alias_match,material.deletion_mark,false,already_present
PP,PLKO,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
PP,PLKO,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
PP,PLKO,WERKS,Plant,direct_alias_match,plant.id,false,already_present
PP,PLKO,PSPNR,Standard WBS element,direct_alias_match,project.wbs_element_id,false,already_present
PP,PLKO,STLNR,Bill of Material,direct_alias_match,bom.id,false,already_present
PP,PLKO,MEINH,Unit of measure for activity,direct_alias_match,uom.code,false,already_present
PP,PLKO,VERSN,Routing Version,direct_alias_match,version.number,false,already_present
PP,PLPO,PLNNR,Key for Task List Group,direct_alias_match,route.id,false,already_present
PP,PLPO,DATUV,Valid-From Date,direct_alias_match,quote.valid_from_date,false,already_present
PP,PLPO,LOEKZ,Deletion Indicator,direct_alias_match,material.deletion_mark,false,already_present
PP,PLPO,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
PP,PLPO,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
PP,PLPO,VORNR,Operation/Activity Number,direct_alias_match,production_operation.number,false,already_present
