concept_id,entity,attribute,display_name,description,data_type,aliases,is_pii,is_gdpr_special_category,pii_categories,data_subject_types
sap_term.cash_discount_percentage_1,sap_term,cash_discount_percentage_1,Cash Discount Percentage 1,Auto-generated canonical concept for the SAP description 'Cash Discount Percentage 1' based on 5 unmapped field occurrences. Module focus: FI. Domain: PRZ23. Data element: DZBD1P.,decimal,Cash Discount Percentage 1
sap_term.cash_discount_percentage_2,sap_term,cash_discount_percentage_2,Cash Discount Percentage 2,Auto-generated canonical concept for the SAP description 'Cash Discount Percentage 2' based on 5 unmapped field occurrences. Module focus: FI. Domain: PRZ23. Data element: DZBD2P.,decimal,Cash Discount Percentage 2
sap_term.co_business_transaction,sap_term,co_business_transaction,CO Business Transaction,Auto-generated canonical concept for the SAP description 'CO Business Transaction' based on 5 unmapped field occurrences. Module focus: CO. Domain: J_VORGANG. Data element: CO_VORGANG.,string,CO Business Transaction
sap_term.cumulations_for_average_bases,sap_term,cumulations_for_average_bases,Cumulations for average bases,Auto-generated canonical concept for the SAP description 'Cumulations for average bases' based on 5 unmapped field occurrences. Module focus: HR. Domain: RAW4. Data element: DSKUM.,string,Cumulations for average bases
sap_term.date_on_which_services_are_rendered,sap_term,date_on_which_services_are_rendered,Date on which services are rendered,Auto-generated canonical concept for the SAP description 'Date on which services are rendered' based on 5 unmapped field occurrences. Module focus: SD. Domain: DATUM. Data element: FBUDA.,date,Date on which services are rendered
sap_term.dunning_area,sap_term,dunning_area,Dunning Area,Auto-generated canonical concept for the SAP description 'Dunning Area' based on 5 unmapped field occurrences. Module focus: FI. Domain: MABER. Data element: MABER.,string,Dunning Area
sap_term.group_counter,sap_term,group_counter,Group Counter,Auto-generated canonical concept for the SAP description 'Group Counter' based on 5 unmapped field occurrences. Module focus: PP. Domain: ALTNR. Data element: PLNAL.,string,Group Counter
sap_term.indicator_clearing_was_reversed,sap_term,indicator_clearing_was_reversed,Indicator: Clearing Was Reversed,Auto-generated canonical concept for the SAP description 'Indicator: Clearing Was Reversed' based on 5 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XRAGL.,boolean,Indicator: Clearing Was Reversed
sap_term.indicator_document_is_flagged_for_reversal,sap_term,indicator_document_is_flagged_for_reversal,Indicator: Document Is Flagged for Reversal,Auto-generated canonical concept for the SAP description 'Indicator: Document Is Flagged for Reversal' based on 5 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XSTOV.,boolean,Indicator: Document Is Flagged for Reversal
sap_term.indicator_negative_posting,sap_term,indicator_negative_posting,Indicator: Negative Posting,Auto-generated canonical concept for the SAP description 'Indicator: Negative Posting' based on 5 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XNEGP.,boolean,Indicator: Negative Posting
sap_term.internal_real_estate_master_data_code,sap_term,internal_real_estate_master_data_code,Internal Real Estate Master Data Code,Auto-generated canonical concept for the SAP description 'Internal Real Estate Master Data Code' based on 5 unmapped field occurrences. Module focus: FI. Domain: VVINTRENO. Data element: VVINTRENO.,string,Internal Real Estate Master Data Code
sap_term.location_for_a_physical_handover_of_goods,sap_term,location_for_a_physical_handover_of_goods,Location for a physical handover of goods,Auto-generated canonical concept for the SAP description 'Location for a physical handover of goods' based on 5 unmapped field occurrences. Module focus: SD. Domain: HANDOVER_LOC. Data element: HANDOVER_LOC.,string,Location for a physical handover of goods
sap_term.material_document_year,sap_term,material_document_year,Material Document Year,Auto-generated canonical concept for the SAP description 'Material Document Year' based on 5 unmapped field occurrences. Module focus: MM. Domain: GJAHR. Data element: MJAHR.,string,Material Document Year
sap_term.name_3,sap_term,name_3,Name 3,Auto-generated canonical concept for the SAP description 'Name 3' based on 5 unmapped field occurrences. Module focus: SD. Domain: NAME. Data element: NAME3_GP.,string,Name 3
sap_term.payment_reason,sap_term,payment_reason,Payment Reason,Auto-generated canonical concept for the SAP description 'Payment Reason' based on 5 unmapped field occurrences. Module focus: FI. Domain: FARP_PAYT_RSN. Data element: FARP_PAYT_RSN.,string,Payment Reason
sap_term.percentage_for_average_bases,sap_term,percentage_for_average_bases,Percentage for average bases,Auto-generated canonical concept for the SAP description 'Percentage for average bases' based on 5 unmapped field occurrences. Module focus: HR. Domain: DEC5_2. Data element: DSPRO.,decimal,Percentage for average bases
sap_term.planning_group,sap_term,planning_group,Planning Group,Auto-generated canonical concept for the SAP description 'Planning Group' based on 5 unmapped field occurrences. Module focus: FI. Domain: FDGRP. Data element: FDGRV.,string,Planning Group
sap_term.sales_office,sap_term,sales_office,Sales Office,Auto-generated canonical concept for the SAP description 'Sales Office' based on 5 unmapped field occurrences. Module focus: S/4HANA. Domain: VKBUR. Data element: VKBUR.,string,Sales Office
sap_term.sealing_number,sap_term,sealing_number,Sealing Number,Auto-generated canonical concept for the SAP description 'Sealing Number' based on 5 unmapped field occurrences. Domain: CHAR10. Data element: LXYRD_SEALN.,string,Sealing Number
sap_term.search_term_for_matchcode_search,sap_term,search_term_for_matchcode_search,Search Term for Matchcode Search,Auto-generated canonical concept for the SAP description 'Search Term for Matchcode Search' based on 5 unmapped field occurrences. Module focus: FI. Domain: CHAR25. Data element: MCDD2.,string,Search Term for Matchcode Search
sap_term.stock_type,sap_term,stock_type,Stock Type,Auto-generated canonical concept for the SAP description 'Stock Type' based on 5 unmapped field occurrences. Module focus: MM. Domain: MB_INSMK. Data element: MB_INSMK.,string,Stock Type
sap_term.tax_type,sap_term,tax_type,Tax Type,Auto-generated canonical concept for the SAP description 'Tax Type' based on 5 unmapped field occurrences. Module focus: SD. Domain: J_1AFITP. Data element: J_1AFITP_D.,string,Tax Type
sap_term.time_of_entry,sap_term,time_of_entry,Time of Entry,Auto-generated canonical concept for the SAP description 'Time of Entry' based on 5 unmapped field occurrences. Module focus: MM. Domain: UZEIT. Data element: CPUTM.,string,Time of Entry
sap_term.transaction_code,sap_term,transaction_code,Transaction Code,Auto-generated canonical concept for the SAP description 'Transaction Code' based on 5 unmapped field occurrences. Module focus: MM. Domain: TCODE. Data element: TCODE.,string,Transaction Code
sap_term.units_of_measure_usage,sap_term,units_of_measure_usage,Units of measure usage,Auto-generated canonical concept for the SAP description 'Units of measure usage' based on 5 unmapped field occurrences. Module focus: MM. Domain: KZWSO. Data element: KZWSO.,string,Units of measure usage
sap_term.valuation_difference,sap_term,valuation_difference,Valuation Difference,Auto-generated canonical concept for the SAP description 'Valuation Difference' based on 5 unmapped field occurrences. Module focus: FI. Domain: WRTV7. Data element: BDIFF.,string,Valuation Difference
sap_term.agreement_various_conditions_grouped_together,sap_term,agreement_various_conditions_grouped_together,Agreement (various conditions grouped together),Auto-generated canonical concept for the SAP description 'Agreement (various conditions grouped together)' based on 4 unmapped field occurrences. Module focus: SD. Domain: KNUMA. Data element: KNUMA.,string,Agreement (various conditions grouped together)
sap_term.annexing_base_date,sap_term,annexing_base_date,Annexing base date,Auto-generated canonical concept for the SAP description 'Annexing base date' based on 4 unmapped field occurrences. Module focus: SD. Domain: DATUM. Data element: /ILE/TABDAT.,date,Annexing base date
sap_term.bill_to_party,sap_term,bill_to_party,Bill-to Party,Auto-generated canonical concept for the SAP description 'Bill-to Party' based on 4 unmapped field occurrences. Module focus: SD. Domain: KUNNR. Data element: KUNRE.,string,Bill-to Party
sap_term.bom_usage,sap_term,bom_usage,BOM Usage,Auto-generated canonical concept for the SAP description 'BOM Usage' based on 4 unmapped field occurrences. Module focus: PP. Domain: STLAN. Data element: STLAN.,string,BOM Usage
sap_term.cash_discount_days_1,sap_term,cash_discount_days_1,Cash discount days 1,Auto-generated canonical concept for the SAP description 'Cash discount days 1' based on 4 unmapped field occurrences. Module focus: FI. Domain: ZBDXT. Data element: DZBD1T.,string,Cash discount days 1
sap_term.cash_discount_days_2,sap_term,cash_discount_days_2,Cash discount days 2,Auto-generated canonical concept for the SAP description 'Cash discount days 2' based on 4 unmapped field occurrences. Module focus: FI. Domain: ZBDXT. Data element: DZBD2T.,string,Cash discount days 2
sap_term.changed_on,sap_term,changed_on,Changed on,Auto-generated canonical concept for the SAP description 'Changed on' based on 4 unmapped field occurrences. Module focus: PP. Domain: DATUM. Data element: AEDTM.,date,Changed on
sap_term.condition_update,sap_term,condition_update,Condition Update,Auto-generated canonical concept for the SAP description 'Condition Update' based on 4 unmapped field occurrences. Module focus: SD. Domain: XFELD. Data element: KOUPD.,date,Condition Update
sap_term.cost_object,sap_term,cost_object,Cost Object,Auto-generated canonical concept for the SAP description 'Cost Object' based on 4 unmapped field occurrences. Module focus: S/4HANA. Domain: KSTRG. Data element: KSTRG.,decimal,Cost Object
sap_term.currency_for_automatic_payment,sap_term,currency_for_automatic_payment,Currency for Automatic Payment,Auto-generated canonical concept for the SAP description 'Currency for Automatic Payment' based on 4 unmapped field occurrences. Module focus: FI. Domain: WAERS. Data element: PYCUR.,string,Currency for Automatic Payment
sap_term.date_of_last_dunning_notice,sap_term,date_of_last_dunning_notice,Date of Last Dunning Notice,Auto-generated canonical concept for the SAP description 'Date of Last Dunning Notice' based on 4 unmapped field occurrences. Module focus: FI. Domain: DATUM. Data element: MADAT.,date,Date of Last Dunning Notice
sap_term.date_on_which_the_changes_were_confirmed,sap_term,date_on_which_the_changes_were_confirmed,Date on Which the Changes Were Confirmed,Auto-generated canonical concept for the SAP description 'Date on Which the Changes Were Confirmed' based on 4 unmapped field occurrences. Module focus: SD. Domain: DATUM. Data element: UPDAT_RF.,date,Date on Which the Changes Were Confirmed
sap_term.deletion_indicator,sap_term,deletion_indicator,Deletion Indicator,Auto-generated canonical concept for the SAP description 'Deletion Indicator' based on 4 unmapped field occurrences. Module focus: PP. Domain: XFELD. Data element: LKENZ.,boolean,Deletion Indicator
sap_term.document_header_text,sap_term,document_header_text,Document Header Text,Auto-generated canonical concept for the SAP description 'Document Header Text' based on 4 unmapped field occurrences. Module focus: MM. Domain: TEXT25. Data element: BKTXT.,string,Document Header Text
sap_term.exempted_from_interest_calculation,sap_term,exempted_from_interest_calculation,Exempted from Interest Calculation,Auto-generated canonical concept for the SAP description 'Exempted from Interest Calculation' based on 4 unmapped field occurrences. Module focus: FI. Domain: ZINKZ. Data element: DZINKZ.,string,Exempted from Interest Calculation
sap_term.financial_management_area,sap_term,financial_management_area,Financial Management Area,Auto-generated canonical concept for the SAP description 'Financial Management Area' based on 4 unmapped field occurrences. Module focus: S/4HANA. Domain: FIKRS. Data element: FIKRS.,string,Financial Management Area
sap_term.fm_partner_budget_period,sap_term,fm_partner_budget_period,FM: Partner Budget Period,Auto-generated canonical concept for the SAP description 'FM: Partner Budget Period' based on 4 unmapped field occurrences. Module focus: FI. Domain: FM_BUDGET_PERIOD. Data element: FM_PBUDGET_PERIOD.,string,FM: Partner Budget Period
sap_term.functional_location,sap_term,functional_location,Functional Location,Auto-generated canonical concept for the SAP description 'Functional Location' based on 4 unmapped field occurrences. Module focus: S/4HANA. Domain: TPLNR. Data element: TPLNR.,string,Functional Location
sap_term.fund,sap_term,fund,Fund,Auto-generated canonical concept for the SAP description 'Fund' based on 4 unmapped field occurrences. Module focus: SD. Domain: BP_GEBER. Data element: BP_GEBER.,string,Fund
sap_term.indicator_capital_goods_affected,sap_term,indicator_capital_goods_affected,Indicator: Capital Goods Affected?,Auto-generated canonical concept for the SAP description 'Indicator: Capital Goods Affected?' based on 4 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XINVE.,boolean,Indicator: Capital Goods Affected?
sap_term.indicator_document_already_archived,sap_term,indicator_document_already_archived,Indicator: Document already archived ?,Auto-generated canonical concept for the SAP description 'Indicator: Document already archived ?' based on 4 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XARCH.,boolean,Indicator: Document already archived ?
sap_term.indicator_document_posted_net,sap_term,indicator_document_posted_net,Indicator: Document posted net ?,Auto-generated canonical concept for the SAP description 'Indicator: Document posted net ?' based on 4 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XNETB.,boolean,Indicator: Document posted net ?
sap_term.indicator_down_payment_in_net_procedure,sap_term,indicator_down_payment_in_net_procedure,Indicator: Down Payment in Net Procedure?,Auto-generated canonical concept for the SAP description 'Indicator: Down Payment in Net Procedure?' based on 4 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XANET.,boolean,Indicator: Down Payment in Net Procedure?
sap_term.indicator_items_from_payment_program_blocked,sap_term,indicator_items_from_payment_program_blocked,Indicator: Items from Payment Program Blocked,Auto-generated canonical concept for the SAP description 'Indicator: Items from Payment Program Blocked' based on 4 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XPYPR.,boolean,Indicator: Items from Payment Program Blocked
sap_term.inflation_index,sap_term,inflation_index,Inflation Index,Auto-generated canonical concept for the SAP description 'Inflation Index' based on 4 unmapped field occurrences. Module focus: SD. Domain: J_1AINDXP. Data element: J_1AINDXP.,string,Inflation Index
sap_term.interest_indicator,sap_term,interest_indicator,Interest Indicator,Auto-generated canonical concept for the SAP description 'Interest Indicator' based on 4 unmapped field occurrences. Module focus: FI. Domain: VZSKZ. Data element: VZSKZ.,boolean,Interest Indicator
sap_term.item_in_material_document,sap_term,item_in_material_document,Item in Material Document,Auto-generated canonical concept for the SAP description 'Item in Material Document' based on 4 unmapped field occurrences. Module focus: MM. Domain: MBLPO. Data element: MBLPO.,string,Item in Material Document
sap_term.item_is_in_execution,sap_term,item_is_in_execution,Item is in Execution,Auto-generated canonical concept for the SAP description 'Item is in Execution' based on 4 unmapped field occurrences. Module focus: FI. Domain: FM_GMVKZ. Data element: FM_GMVKZ.,string,Item is in Execution
sap_term.maintenance_status,sap_term,maintenance_status,Maintenance status,Auto-generated canonical concept for the SAP description 'Maintenance status' based on 4 unmapped field occurrences. Module focus: MM. Domain: PSTAT. Data element: PSTAT_D.,string,Maintenance status
sap_term.mandate_mandate_opening_contract,sap_term,mandate_mandate_opening_contract,"Mandate, Mandate-Opening Contract","Auto-generated canonical concept for the SAP description 'Mandate, Mandate-Opening Contract' based on 4 unmapped field occurrences. Module focus: FI. Domain: RECNNR. Data element: REHORECNNRM.",date,"Mandate, Mandate-Opening Contract"
sap_term.not_currently_in_use,sap_term,not_currently_in_use,not currently in use,Auto-generated canonical concept for the SAP description 'not currently in use' based on 4 unmapped field occurrences. Module focus: SD. Domain: TPQUA. Data element: TPQUA.,string,not currently in use
sap_term.partner_functional_area,sap_term,partner_functional_area,Partner Functional Area,Auto-generated canonical concept for the SAP description 'Partner Functional Area' based on 4 unmapped field occurrences. Module focus: S/4HANA. Domain: FKBER. Data element: SFKBER.,string,Partner Functional Area
sap_term.partner_fund,sap_term,partner_fund,Partner Fund,Auto-generated canonical concept for the SAP description 'Partner Fund' based on 4 unmapped field occurrences. Module focus: FI. Domain: BP_GEBER. Data element: FM_PFUND.,string,Partner Fund
sap_term.payee_payer,sap_term,payee_payer,Payee/Payer,Auto-generated canonical concept for the SAP description 'Payee/Payer' based on 4 unmapped field occurrences. Module focus: FI. Domain: MAXKK. Data element: EMPFB.,string,Payee/Payer
sap_term.payroll_type,sap_term,payroll_type,Payroll type,Auto-generated canonical concept for the SAP description 'Payroll type' based on 4 unmapped field occurrences. Module focus: FI. Domain: JV_BILIND. Data element: JV_BILIND.,string,Payroll type
sap_term.period_year,sap_term,period_year,Period/Year,Auto-generated canonical concept for the SAP description 'Period/Year' based on 4 unmapped field occurrences. Module focus: S/4HANA. Domain: JAHRPER. Data element: JAHRPER.,string,Period/Year
sap_term.promotion,sap_term,promotion,Promotion,Auto-generated canonical concept for the SAP description 'Promotion' based on 4 unmapped field occurrences. Module focus: SD. Domain: KNUMA. Data element: KNUMA_PI.,string,Promotion
