Kategorija/Domen,Naziv (Engleski),Naziv (Srpski),snake_case,camelCase,PascalCase,kebab-case,UPPER_SNAKE,lowercase,SAP style,Oracle/QAD style,Salesforce style,Odoo style,MS Dynamics style,Skracenice,Alternativni nazivi,Tip podatka,Tipicna duzina,Primer vrednosti
HR,Termination Date,Datum prestanka radnog odnosa,termination_date,terminationDate,TerminationDate,termination-date,TERMINATION_DATE,terminationdate,ENDDA,TERM_DT,TerminationDate__c,date_termination,terminationdate,term_dt,"end_date, leave_date",DATE,-,2025-12-31
HR,Job Position,Radno mesto,position,position,Position,position,POSITION,position,PLANS,POSITION,Position__c,job_id,jobtitle,pos,"role, post",VARCHAR,100,Senior Developer
HR,Position Code,sifra radnog mesta,position_code,positionCode,PositionCode,position-code,POSITION_CODE,positioncode,PLANS,POS_CODE,PositionCode__c,job_code,positioncode,pos_cd,"role_code, sif_rm",VARCHAR,20,POS-100
HR,Job Grade,Platni razred,job_grade,jobGrade,JobGrade,job-grade,JOB_GRADE,jobgrade,TRFGR,GRADE,JobGrade__c,grade,jobgrade,grade,"salary_grade, razred",VARCHAR,10,G7
HR,Salary,Plata,salary,salary,Salary,salary,SALARY,salary,LGART,SALARY,Salary__c,wage,salary,sal,"wage, pay",DECIMAL,"15,2",75000
HR,Base Salary,Osnovna plata,base_salary,baseSalary,BaseSalary,base-salary,BASE_SALARY,basesalary,GRDEN,BASE_SAL,BaseSalary__c,base_wage,basesalary,base_sal,"base_pay, osnovica",DECIMAL,"15,2",60000
HR,Hourly Rate,Cena po satu,hourly_rate,hourlyRate,HourlyRate,hourly-rate,HOURLY_RATE,hourlyrate,HRLY_RATE,HR_RATE,HourlyRate__c,hour_cost,hourlyrate,hr_rate,"rate, satnica",DECIMAL,"10,2",350
HR,Bonus,Bonus,bonus,bonus,Bonus,bonus,BONUS,bonus,BONUS,BONUS,Bonus__c,bonus,bonus,bns,"incentive, premija",DECIMAL,"15,2",5000
HR,Tax Rate (Personal),Licna poreska stopa,personal_tax_rate,personalTaxRate,PersonalTaxRate,personal-tax-rate,PERSONAL_TAX_RATE,personaltaxrate,STSAT,TAX_RATE,PersTaxRate__c,tax_rate,taxrate,ptx_rate,income_tax_rate,DECIMAL,"5,2",10
HR,Net Salary,Neto plata,net_salary,netSalary,NetSalary,net-salary,NET_SALARY,netsalary,NETLG,NET_SAL,NetSalary__c,net_wage,netsalary,net_sal,"take_home, neto",DECIMAL,"15,2",55000
HR,Gross Salary,Bruto plata,gross_salary,grossSalary,GrossSalary,gross-salary,GROSS_SALARY,grosssalary,BRTLG,GROSS_SAL,GrossSalary__c,gross_wage,grosssalary,gr_sal,bruto,DECIMAL,"15,2",82500
HR,Working Hours,Radno vreme,working_hours,workingHours,WorkingHours,working-hours,WORKING_HOURS,workinghours,ARBZE,WORK_HRS,WorkingHours__c,hours,workinghours,wh,"hours_worked, sati",DECIMAL,"10,2",40
HR,Overtime Hours,Prekovremeni sati,overtime_hours,overtimeHours,OvertimeHours,overtime-hours,OVERTIME_HOURS,overtimehours,UEBSTU,OT_HRS,OvertimeHours__c,overtime,overtimehours,ot_hrs,"overtime, prekovremeni",DECIMAL,"10,2",5
HR,Leave Type,Tip odsustva,leave_type,leaveType,LeaveType,leave-type,LEAVE_TYPE,leavetype,URLAUB_TYP,LEAVE_TYPE,LeaveType__c,holiday_status_id,leavetype,lv_type,"time_off_type, tip_odsustva",VARCHAR,30,Vacation
HR,Leave Balance,Bilans odsustva,leave_balance,leaveBalance,LeaveBalance,leave-balance,LEAVE_BALANCE,leavebalance,URLAUB_REM,LEAVE_BAL,LeaveBalance__c,remaining_leaves,leavebalance,lv_bal,"vacation_days, dani_odm",DECIMAL,"5,2",15
HR,Leave From,Odsustvo od,leave_from,leaveFrom,LeaveFrom,leave-from,LEAVE_FROM,leavefrom,URL_FROM,LEAVE_FRM,LeaveFrom__c,date_from,leavefrom,lv_fr,vacation_start,DATE,-,2026-07-01
HR,Leave To,Odsustvo do,leave_to,leaveTo,LeaveTo,leave-to,LEAVE_TO,leaveto,URL_TO,LEAVE_TO,LeaveTo__c,date_to,leaveto,lv_to,vacation_end,DATE,-,2026-07-15
HR,Contract Type,Tip ugovora,contract_type,contractType,ContractType,contract-type,CONTRACT_TYPE,contracttype,VTRGB,CONTR_TYPE,ContractType__c,contract_type_id,contracttype,con_type,employment_type,VARCHAR,30,Permanent
HR,Contract Number,Broj ugovora,contract_number,contractNumber,ContractNumber,contract-number,CONTRACT_NUMBER,contractnumber,VTRGB_NR,CONTR_NO,ContractNumber__c,contract_id,contractnumber,con_no,agreement_no,VARCHAR,30,CTR-2020-0123
HR,Contract Start,Pocetak ugovora,contract_start,contractStart,ContractStart,contract-start,CONTRACT_START,contractstart,BEGDA_VTR,CONTR_ST,ContractStart__c,date_start,contractstartdate,con_st,contract_begin,DATE,-,2020-09-01
HR,Contract End,Kraj ugovora,contract_end,contractEnd,ContractEnd,contract-end,CONTRACT_END,contractend,ENDDA_VTR,CONTR_END,ContractEnd__c,date_end,contractenddate,con_end,contract_finish,DATE,-,2025-08-31
HR,Probation Period,Probni rad,probation_period,probationPeriod,ProbationPeriod,probation-period,PROBATION_PERIOD,probationperiod,PROBE,PROB_PER,ProbationPeriod__c,trial_date_end,probationperiod,prob,trial_period,INT,3,3
HR,Education Level,Stepen obrazovanja,education_level,educationLevel,EducationLevel,education-level,EDUCATION_LEVEL,educationlevel,AUSBL,EDU_LVL,EducationLevel__c,education_id,educationlevelid,edu_lvl,"degree, qualification",VARCHAR,30,Bachelor
HR,Education Field,Oblast obrazovanja,education_field,educationField,EducationField,education-field,EDUCATION_FIELD,educationfield,AUSF,EDU_FIELD,EducationField__c,field_of_study,educationfield,edu_field,"field, major",VARCHAR,100,Computer Science
HR,Skill,Vestina,skill,skill,Skill,skill,SKILL,skill,QUALI,SKILL,Skill__c,skill_id,skill,skl,competency,VARCHAR,100,Java Programming
HR,Certification,Sertifikat,certification,certification,Certification,certification,CERTIFICATION,certification,ZERTIF,CERT,Certification__c,certification_id,certificate,cert,credential,VARCHAR,100,PMP
HR,Performance Rating,Ocena performansi,performance_rating,performanceRating,PerformanceRating,performance-rating,PERFORMANCE_RATING,performancerating,LEIST_NOT,PERF_RAT,PerfRating__c,rating,performancerating,perf_rat,"review_score, ocena",DECIMAL,"3,2",4.5
HR,Review Date,Datum pregleda,review_date,reviewDate,ReviewDate,review-date,REVIEW_DATE,reviewdate,BEUR_DAT,REVIEW_DT,ReviewDate__c,date_review,reviewdate,rev_dt,appraisal_date,DATE,-,2026-01-15
HR,Manager (Reports To),Nadredjeni,reports_to,reportsTo,ReportsTo,reports-to,REPORTS_TO,reportsto,VORGE,MGR_ID,ReportsTo,parent_id,parentsystemuserid,rep_to,"supervisor, mgr",VARCHAR,100,J. Markovic
HR,Cost Center (HR),Mesto troska (HR),hr_cost_center,hrCostCenter,HrCostCenter,hr-cost-center,HR_COST_CENTER,hrcostcenter,KOSTL,HR_CC,HRCostCenter__c,analytic_account,costcenter,hr_cc,dept_cc,VARCHAR,20,CC-HR
HR,Office Location,Lokacija kancelarije,office_location,officeLocation,OfficeLocation,office-location,OFFICE_LOCATION,officelocation,OFFICE,OFF_LOC,OfficeLocation__c,office_id,address1_country,off_loc,workplace,VARCHAR,100,Belgrade HQ
HR,Bank Account (Payroll),Racun za platu,payroll_account,payrollAccount,PayrollAccount,payroll-account,PAYROLL_ACCOUNT,payrollaccount,BANKK_LG,PAYR_ACCT,PayrollAccount__c,bank_account_id,payrollaccount,pay_acct,salary_acct,VARCHAR,30,RS35260005...
HR,Pension Fund Number,Broj penzijskog fonda,pension_fund_number,pensionFundNumber,PensionFundNumber,pension-fund-number,PENSION_FUND_NUMBER,pensionfundnumber,RENT_NUM,PENS_FND,PensionFund__c,pension_id,pensionnumber,pens_no,"retirement_acct, pio",VARCHAR,20,PIO-12345
HR,Health Insurance Number,Broj zdravstvenog osiguranja,health_insurance_number,healthInsuranceNumber,HealthInsuranceNumber,health-insurance-number,HEALTH_INSURANCE_NUMBER,healthinsurancenumber,KRANK_NUM,HLTH_INS,HealthIns__c,medical_insurance_id,medicalinsurance,hi_no,"medicare_no, lbo",VARCHAR,20,LBO-12345
HR,Disability Status,Status invalidnosti,disability_status,disabilityStatus,DisabilityStatus,disability-status,DISABILITY_STATUS,disabilitystatus,SCHWB,DIS_STAT,Disability__c,disability,disabilitystatus,dis_st,handicap_status,VARCHAR,30,None
HR,Number of Dependents,Broj izdrzavanih lica,dependents_count,dependentsCount,DependentsCount,dependents-count,DEPENDENTS_COUNT,dependentscount,ANZKD,NUM_DEP,Dependents__c,children,numberofchildren,dep_cnt,"dependents, izdrz",INT,2,2
HR,Training Course,Obuka,training_course,trainingCourse,TrainingCourse,training-course,TRAINING_COURSE,trainingcourse,SCHUL,TRAIN_CRS,Training__c,training_id,trainingid,train,"course, edukacija",VARCHAR,100,Advanced Excel
HR,Training Date,Datum obuke,training_date,trainingDate,TrainingDate,training-date,TRAINING_DATE,trainingdate,SCHUL_DAT,TRAIN_DT,TrainingDate__c,date_training,trainingdate,trn_dt,course_date,DATE,-,2026-03-15
Prodaja/CRM,Lead ID,ID lead-a,lead_id,leadId,LeadId,lead-id,LEAD_ID,leadid,LEAD_ID,LEAD_ID,LeadId,crm_lead_id,leadid,ld_id,prospect_id,INT/UUID,-,LD-001
Prodaja/CRM,Lead Status,Status lead-a,lead_status,leadStatus,LeadStatus,lead-status,LEAD_STATUS,leadstatus,LEAD_STAT,LEAD_STAT,Status,stage_id,leadqualitycode,ld_st,prospect_status,VARCHAR,30,Qualified
Prodaja/CRM,Opportunity ID,ID prilike,opportunity_id,opportunityId,OpportunityId,opportunity-id,OPPORTUNITY_ID,opportunityid,OPPNR,OPP_ID,OpportunityId,opportunity_id,opportunityid,opp_id,"deal_id, prilika",INT/UUID,-,OPP-001
Prodaja/CRM,Opportunity Name,Naziv prilike,opportunity_name,opportunityName,OpportunityName,opportunity-name,OPPORTUNITY_NAME,opportunityname,OPPNAME,OPP_NAME,Name,name,name,opp_nm,deal_name,VARCHAR,255,Acme Big Deal
Prodaja/CRM,Pipeline Stage,Faza pipeline-a,pipeline_stage,pipelineStage,PipelineStage,pipeline-stage,PIPELINE_STAGE,pipelinestage,PHASE,PIPE_STG,StageName,stage_id,salesstage,stage,"sales_stage, faza",VARCHAR,50,Negotiation
Prodaja/CRM,Probability,Verovatnoca,probability,probability,Probability,probability,PROBABILITY,probability,WAHRSCH,PROB,Probability,probability,closeprobability,prob,"win_chance, sansa",DECIMAL,"5,2",75
Prodaja/CRM,Expected Revenue,Ocekivani prihod,expected_revenue,expectedRevenue,ExpectedRevenue,expected-revenue,EXPECTED_REVENUE,expectedrevenue,ERWA_UMS,EXP_REV,ExpectedRevenue,expected_revenue,estimatedvalue,exp_rev,forecast_amount,DECIMAL,"15,2",45000
Prodaja/CRM,Close Date,Datum zatvaranja,close_date,closeDate,CloseDate,close-date,CLOSE_DATE,closedate,ABSCH_DAT,CLOSE_DT,CloseDate,date_deadline,estimatedclosedate,cls_dt,expected_close,DATE,-,2026-06-30
Prodaja/CRM,Won/Lost,Dobijen/Izgubljen,win_lost,winLost,WinLost,win-lost,WIN_LOST,winlost,GEW_VER,WIN_LOST,IsWon,won,statecode,wl,outcome,VARCHAR,10,Won
Prodaja/CRM,Lost Reason,Razlog gubitka,lost_reason,lostReason,LostReason,lost-reason,LOST_REASON,lostreason,VERL_GR,LOST_RSN,LossReason__c,lost_reason,lossreason,ls_rsn,"reason_lost, razlog",VARCHAR,100,Price too high
Prodaja/CRM,Campaign ID,ID kampanje,campaign_id,campaignId,CampaignId,campaign-id,CAMPAIGN_ID,campaignid,KAMPA,CAMP_ID,CampaignId,campaign_id,campaignid,camp_id,marketing_id,INT/UUID,-,CMP-001
Prodaja/CRM,Campaign Name,Naziv kampanje,campaign_name,campaignName,CampaignName,campaign-name,CAMPAIGN_NAME,campaignname,KAMPNM,CAMP_NM,Name,name,name,camp_nm,marketing_name,VARCHAR,255,Spring Sale 2026
Prodaja/CRM,Sales Rep,Komercijalista,sales_rep,salesRep,SalesRep,sales-rep,SALES_REP,salesrep,VKBUR,SLS_REP,OwnerId,user_id,ownerid,sr,"sales_person, prodavac",VARCHAR,100,M. Petrovic
Prodaja/CRM,Sales Team,Prodajni tim,sales_team,salesTeam,SalesTeam,sales-team,SALES_TEAM,salesteam,VKORG,SLS_TEAM,Team__c,team_id,teamid,st,sales_group,VARCHAR,50,EU West
Prodaja/CRM,Territory,Teritorija,territory,territory,Territory,territory,TERRITORY,territory,GEBIET,TERRITORY,Territory__c,territory_id,territoryid,terr,"region, oblast",VARCHAR,50,Belgrade
Prodaja/CRM,Sales Order Number,Broj prodajnog naloga,sales_order_number,salesOrderNumber,SalesOrderNumber,sales-order-number,SALES_ORDER_NUMBER,salesordernumber,VBELN,SO_NO,OrderNumber,number,salesordernumber,so_no,"order_no, br_naloga",VARCHAR,30,SO-2026-001
Prodaja/CRM,Order Date,Datum naloga,order_date,orderDate,OrderDate,order-date,ORDER_DATE,orderdate,BSTDK,ORD_DATE,OrderDate__c,date_order,orderdate,ord_dt,"order_dt, datum_naloga",DATE,-,2026-04-15
Prodaja/CRM,Delivery Date,Datum isporuke,delivery_date,deliveryDate,DeliveryDate,delivery-date,DELIVERY_DATE,deliverydate,LFDAT,DEL_DATE,DeliveryDate__c,date_delivery,deliverydate,del_dt,"ship_date, datum_isp",DATE,-,2026-04-25
Prodaja/CRM,Required Delivery Date,Trazeni datum isporuke,req_delivery_date,reqDeliveryDate,ReqDeliveryDate,req-delivery-date,REQ_DELIVERY_DATE,reqdeliverydate,VDATU,REQ_DEL_DT,ReqDeliveryDate__c,requested_date,requesteddeliverydate,rdd,customer_required_date,DATE,-,2026-04-20
Prodaja/CRM,Order Status,Status naloga,order_status,orderStatus,OrderStatus,order-status,ORDER_STATUS,orderstatus,GBSTK,ORD_STAT,Status,state,statuscode,ord_st,order_state,VARCHAR,20,Open
Prodaja/CRM,Quantity Ordered,Narucena kolicina,qty_ordered,qtyOrdered,QtyOrdered,qty-ordered,QTY_ORDERED,qtyordered,KWMENG,QTY_ORD,Quantity,product_uom_qty,quantityordered,q_ord,order_qty,DECIMAL,"15,3",10
Prodaja/CRM,Quantity Shipped,Otpremljena kolicina,qty_shipped,qtyShipped,QtyShipped,qty-shipped,QTY_SHIPPED,qtyshipped,LFIMG,QTY_SHIP,QtyShipped__c,qty_delivered,quantityshipped,q_ship,shipped_qty,DECIMAL,"15,3",8
Prodaja/CRM,Quantity Delivered,Isporucena kolicina,qty_delivered,qtyDelivered,QtyDelivered,qty-delivered,QTY_DELIVERED,qtydelivered,LFGEM,QTY_DEL,QtyDelivered__c,qty_delivered,quantitydelivered,q_del,delivered_qty,DECIMAL,"15,3",8
Prodaja/CRM,Backorder Quantity,Kolicina u backorder-u,backorder_qty,backorderQty,BackorderQty,backorder-qty,BACKORDER_QTY,backorderqty,RUECK,BO_QTY,BackorderQty__c,qty_backorder,quantitybackordered,bo_qty,"open_qty, neisporuceno",DECIMAL,"15,3",2
Prodaja/CRM,Unit Price,Cena po jedinici,unit_price,unitPrice,UnitPrice,unit-price,UNIT_PRICE,unitprice,NETPR,UNIT_PR,UnitPrice,price_unit,priceperunit,u_price,"price_each, jed_cena",DECIMAL,"15,2",1200
Prodaja/CRM,Line Total,Ukupno po liniji,line_total,lineTotal,LineTotal,line-total,LINE_TOTAL,linetotal,NETWR,LINE_TOT,TotalPrice,price_subtotal,baseamount,ln_tot,"line_amount, stavka_uk",DECIMAL,"15,2",12000
Prodaja/CRM,Line Number,Broj stavke,line_number,lineNumber,LineNumber,line-number,LINE_NUMBER,linenumber,POSNR,LINE_NO,LineItemNumber__c,sequence,linenumber,ln_no,"item_no, redni_br",INT,5,10
Prodaja/CRM,Item ID,ID stavke,item_id,itemId,ItemId,item-id,ITEM_ID,itemid,POSNR_ID,ITEM_ID,OrderItemId,order_line_id,itemid,itm_id,line_item_id,INT/UUID,-,OL-001
Prodaja/CRM,Activity ID,ID aktivnosti,activity_id,activityId,ActivityId,activity-id,ACTIVITY_ID,activityid,ACTIVITY,ACT_ID,ActivityId,activity_id,activityid,act_id,"task_id, event_id",INT/UUID,-,ACT-001
Prodaja/CRM,Activity Type,Tip aktivnosti,activity_type,activityType,ActivityType,activity-type,ACTIVITY_TYPE,activitytype,ACT_TYP,ACT_TYPE,Type,activity_type_id,activitytypecode,act_type,task_type,VARCHAR,30,Call
Prodaja/CRM,Subject,Predmet,subject,subject,Subject,subject,SUBJECT,subject,BETREFF,SUBJECT,Subject,name,subject,subj,"title, predmet",VARCHAR,255,Follow-up call
Prodaja/CRM,Due Date (Activity),Rok aktivnosti,activity_due_date,activityDueDate,ActivityDueDate,activity-due-date,ACTIVITY_DUE_DATE,activitydate,ACT_DUE,ACT_DUE_DT,ActivityDate,date_deadline,duedate,act_due,task_due,DATE,-,2026-04-20
Prodaja/CRM,Priority,Prioritet,priority,priority,Priority,priority,PRIORITY,priority,PRIO,PRIORITY,Priority,priority,prioritycode,prio,urgency,VARCHAR,20,High
Prodaja/CRM,Case Number,Broj slucaja,case_number,caseNumber,CaseNumber,case-number,CASE_NUMBER,casenumber,CASE_NO,CASE_NO,CaseNumber,number,ticketnumber,case_no,"ticket_no, br_slucaja",VARCHAR,30,CASE-2026-001
Prodaja/CRM,Ticket Number,Broj tiketa,ticket_number,ticketNumber,TicketNumber,ticket-number,TICKET_NUMBER,ticketnumber,TICKET,TICKET_NO,TicketNumber__c,ticket_id,ticketnumber,tkt,support_ticket,VARCHAR,30,TKT-001
Prodaja/CRM,Customer Satisfaction,Zadovoljstvo kupaca,csat_score,csatScore,CsatScore,csat-score,CSAT_SCORE,csatscore,KZUFR,CSAT,CSAT__c,csat,customersatisfactioncode,csat,satisfaction,DECIMAL,"3,2",4.5
Prodaja/CRM,NPS Score,NPS rezultat,nps_score,npsScore,NpsScore,nps-score,NPS_SCORE,npsscore,NPS,NPS,NPS__c,nps,npsscore,nps,"net_promoter, nps",INT,3,9
Nabavka,Purchase Order Number,Broj nabavnog naloga,po_number,poNumber,PoNumber,po-number,PO_NUMBER,ponumber,EBELN,PO_NO,PONumber__c,name,purchaseordernumber,po_no,"order_no, br_nabavnog_naloga",VARCHAR,30,PO-2026-001
Nabavka,Purchase Requisition,Zahtev za nabavku,purchase_requisition,purchaseRequisition,PurchaseRequisition,purchase-requisition,PURCHASE_REQUISITION,purchaserequisition,BANFN,PR_NO,PurchaseReq__c,requisition_id,purchaserequest,pr_no,"pr, requisition",VARCHAR,30,PR-2026-001
Nabavka,RFQ Number,Broj upita,rfq_number,rfqNumber,RfqNumber,rfq-number,RFQ_NUMBER,rfqnumber,EBELN_RFQ,RFQ_NO,RFQNumber__c,rfq_id,rfqnumber,rfq,request_for_quote,VARCHAR,30,RFQ-001
Nabavka,Vendor Number,Broj dobavljaca,vendor_number,vendorNumber,VendorNumber,vendor-number,VENDOR_NUMBER,vendornumber,LIFNR,VEND_NO,VendorNo__c,partner_id,vendorid,vend_no,"supplier_no, br_dob",VARCHAR,20,V0001
Nabavka,Supplier Code,sifra dobavljaca,supplier_code,supplierCode,SupplierCode,supplier-code,SUPPLIER_CODE,suppliercode,LIFNR,SUPP_CD,SupplierCode__c,partner_id,suppliercode,sup_cd,"vendor_code, sif_dob",VARCHAR,20,SUP-001
Nabavka,Supplier Name,Naziv dobavljaca,supplier_name,supplierName,SupplierName,supplier-name,SUPPLIER_NAME,suppliername,NAME1_LIF,SUPP_NM,SupplierName__c,partner_name,vendorname,sup_nm,vendor_name,VARCHAR,255,Acme Supply Inc.
Nabavka,Posting Block Indicator,Indikator blokade knjizenja,posting_block_flag,postingBlockFlag,PostingBlockFlag,posting-block-flag,POSTING_BLOCK_FLAG,postingblockflag,SPERR,POST_BLOCK,PostingBlockFlag__c,posting_block_flag,postingblockflag,"post_block, block_ind","supplier posting block, vendor posting block, blocked for posting",BOOLEAN,5,false
Nabavka,Purchase Group,Nabavna grupa,purchase_group,purchaseGroup,PurchaseGroup,purchase-group,PURCHASE_GROUP,purchasegroup,EKGRP,PUR_GRP,PurchasingGroup__c,purchase_group,purchasinggroup,pur_grp,buying_group,VARCHAR,10,EKG01
Nabavka,Buyer,Nabavljac,buyer,buyer,Buyer,buyer,BUYER,buyer,SACHB,BUYER,Buyer__c,user_id,buyerid,buy,"purchaser, kupac",VARCHAR,100,M. Petrovic
Nabavka,Requested By,Trazio,requested_by,requestedBy,RequestedBy,requested-by,REQUESTED_BY,requestedby,AFNAM,REQ_BY,RequestedBy__c,requested_by,requestedby,req_by,requester,VARCHAR,100,J. Markovic
Nabavka,Approval Status,Status odobrenja,approval_status,approvalStatus,ApprovalStatus,approval-status,APPROVAL_STATUS,approvalstatus,GENEHM,APPR_STAT,ApprovalStatus,state,approvalstatus,appr_st,"approve_state, status_odobr",VARCHAR,20,Approved
Nabavka,Approver,Odobravatelj,approver,approver,Approver,approver,APPROVER,approver,GENEH,APPROVER,ApproverId,user_id,approverid,appr,approval_user,VARCHAR,100,Director
Nabavka,Approval Date,Datum odobrenja,approval_date,approvalDate,ApprovalDate,approval-date,APPROVAL_DATE,approvaldate,GEN_DAT,APPR_DT,ApprovalDate__c,date_approved,approveddate,appr_dt,approved_on,DATE,-,2026-04-12
Nabavka,PO Date,Datum PO,po_date,poDate,PoDate,po-date,PO_DATE,podate,BEDAT,PO_DT,PODate__c,date_order,purchaseorderdate,po_dt,purchase_date,DATE,-,2026-04-15
Nabavka,Expected Delivery,Ocekivana isporuka,expected_delivery,expectedDelivery,ExpectedDelivery,expected-delivery,EXPECTED_DELIVERY,expecteddelivery,EINDT,EXP_DEL,ExpectedDelivery__c,date_planned,expecteddeliverydate,exp_del,planned_delivery,DATE,-,2026-04-25
Nabavka,Receipt Status,Status prijema,receipt_status,receiptStatus,ReceiptStatus,receipt-status,RECEIPT_STATUS,receiptstatus,RCV_STAT,RCPT_STAT,ReceiptStatus__c,state,receiptstatus,rcpt_st,grn_status,VARCHAR,20,Received
Nabavka,Quantity Required,Trazena kolicina,qty_required,qtyRequired,QtyRequired,qty-required,QTY_REQUIRED,qtyrequired,MENGE_REQ,QTY_REQ,QtyRequired__c,product_qty,quantityrequired,q_req,required_qty,DECIMAL,"15,3",100
Nabavka,Quantity Received,Primljena kolicina,qty_received,qtyReceived,QtyReceived,qty-received,QTY_RECEIVED,qtyreceived,WEMNG,QTY_RCV,QtyReceived__c,qty_received,quantityreceived,q_rcv,received_qty,DECIMAL,"15,3",100
Nabavka,Quantity Invoiced,Fakturisana kolicina,qty_invoiced,qtyInvoiced,QtyInvoiced,qty-invoiced,QTY_INVOICED,qtyinvoiced,REMNG,QTY_INV,QtyInvoiced__c,qty_invoiced,quantityinvoiced,q_inv,billed_qty,DECIMAL,"15,3",100
Nabavka,PO Total,Ukupna vrednost PO,po_total,poTotal,PoTotal,po-total,PO_TOTAL,pototal,NETWR_PO,PO_TOTAL,TotalAmount,amount_total,totalamount,po_tot,"po_amount, uk_po",DECIMAL,"15,2",120000
Nabavka,Incoterms,Incoterms uslovi,incoterms,incoterms,Incoterms,incoterms,INCOTERMS,incoterms,INCO1,INCOTERMS,Incoterms__c,incoterm_id,incotermscode,inco,delivery_terms,VARCHAR,10,EXW
Nabavka,Vendor Rating,Rejting dobavljaca,vendor_rating,vendorRating,VendorRating,vendor-rating,VENDOR_RATING,vendorrating,BEW_LIEF,VEND_RATE,VendorRating__c,rating,vendorrating,v_rate,supplier_rating,DECIMAL,"3,2",4.5
Nabavka,Contract Reference,Referenca ugovora,contract_ref,contractRef,ContractRef,contract-ref,CONTRACT_REF,contractref,VBELN_KTR,CTR_REF,ContractId,contract_id,contractid,con_ref,agreement_ref,VARCHAR,30,CTR-001
Nabavka,Catalog Number,Broj kataloga,catalog_number,catalogNumber,CatalogNumber,catalog-number,CATALOG_NUMBER,catalognumber,KAT_NR,CAT_NO,Catalog__c,catalog,catalognumber,cat_no,catalog_id,VARCHAR,30,CAT-100
Logistika,Shipment ID,ID isporuke,shipment_id,shipmentId,ShipmentId,shipment-id,SHIPMENT_ID,shipmentid,VBELN_LIE,SHIP_ID,Shipment__c,picking_id,shipmentid,ship_id,dispatch_id,INT/UUID,-,SH-001
Logistika,Shipment Number,Broj isporuke,shipment_number,shipmentNumber,ShipmentNumber,shipment-number,SHIPMENT_NUMBER,shipmentnumber,VBELN,SHIP_NO,ShipmentNumber__c,name,shipmentnumber,sh_no,"dispatch_no, br_isporuke",VARCHAR,30,SHIP-001
Logistika,Tracking Number,Broj za pracenje,tracking_number,trackingNumber,TrackingNumber,tracking-number,TRACKING_NUMBER,trackingnumber,TRKID,TRACK_NO,TrackingNumber__c,carrier_tracking_ref,trackingnumber,trk_no,"track_id, awb",VARCHAR,50,TRK123456789
Logistika,AWB Number,AWB broj (avio),awb_number,awbNumber,AwbNumber,awb-number,AWB_NUMBER,awbnumber,AWB,AWB,AWB__c,awb,airwaybill,awb,airway_bill,VARCHAR,30,AWB-001
Logistika,Bill of Lading,Tovarni list,bill_of_lading,billOfLading,BillOfLading,bill-of-lading,BILL_OF_LADING,billoflading,FRACHT,BOL,BOL__c,bol,billoflading,bol,tovarni_list,VARCHAR,30,BOL-001
Logistika,CMR Number,CMR broj,cmr_number,cmrNumber,CmrNumber,cmr-number,CMR_NUMBER,cmrnumber,CMR,CMR,CMR__c,cmr,cmr,cmr,road_consignment,VARCHAR,30,CMR-001
Logistika,Shipping Method,Nacin isporuke,shipping_method,shippingMethod,ShippingMethod,shipping-method,SHIPPING_METHOD,shippingmethod,VSART,SHIP_METHOD,ShippingMethod__c,carrier_id,shipmethodcode,sh_meth,delivery_method,VARCHAR,30,Truck
Logistika,Carrier Code,sifra prevoznika,carrier_code,carrierCode,CarrierCode,carrier-code,CARRIER_CODE,carriercode,SPED_CD,CARR_CODE,CarrierCode__c,carrier_id,carriercode,car_cd,transp_code,VARCHAR,20,DHL
Logistika,Driver Name,Ime vozaca,driver_name,driverName,DriverName,driver-name,DRIVER_NAME,drivername,FAHRER,DRIVER,Driver__c,driver_id,drivername,drv,"driver, vozac",VARCHAR,100,Petar Petrovic
Logistika,Driver License,Vozacka dozvola (vozac),driver_license,driverLicense,DriverLicense,driver-license,DRIVER_LICENSE,driverlicense,FAHR_DOZV,DL,DriverLicense__c,driver_license,driverlicense,dl,license_no,VARCHAR,20,SR987654
Logistika,Vehicle Number,Broj vozila,vehicle_number,vehicleNumber,VehicleNumber,vehicle-number,VEHICLE_NUMBER,vehiclenumber,KZ,VEH_NO,Vehicle__c,vehicle_id,vehiclenumber,veh_no,"plate, registracija",VARCHAR,20,BG123-AB
Logistika,Vehicle Type,Tip vozila,vehicle_type,vehicleType,VehicleType,vehicle-type,VEHICLE_TYPE,vehicletype,VEH_TYP,VEH_TYPE,VehicleType__c,vehicle_type,vehicletypecode,veh_type,transport_type,VARCHAR,30,Truck
Logistika,Route,Ruta,route,route,Route,route,ROUTE,route,ROUTE,ROUTE,Route__c,route_id,routeid,rt,"itinerary, putanja",VARCHAR,50,BG-NS-SU
Logistika,Origin,Polaziste,origin,origin,Origin,origin,ORIGIN,origin,VKBUR_FR,ORIGIN,Origin__c,origin_id,origin,orig,"from, source",VARCHAR,100,Beograd
Logistika,Destination,Odrediste,destination,destination,Destination,destination,DESTINATION,destination,VKBUR_TO,DEST,Destination__c,destination_id,destination,dest,"to, target",VARCHAR,100,Novi Sad
Logistika,Pickup Date,Datum preuzimanja,pickup_date,pickupDate,PickupDate,pickup-date,PICKUP_DATE,pickupdate,ABHOL_DAT,PICKUP_DT,PickupDate__c,date_pickup,pickupdate,pck_dt,collection_date,DATETIME,-,2026-04-15 09:00
